season,GW,date,time,home_team,away_team
2017-18,36,2018-04-30,20:00,Spurs,Watford
2017-18,37,2018-05-04,20:00,Brighton,Man Utd
2017-18,37,2018-05-05,12:30,Stoke,Crystal Palace
2017-18,37,2018-05-05,15:00,Bournemouth,Swansea
2017-18,37,2018-05-05,15:00,Leicester,West Ham
2017-18,37,2018-05-05,15:00,Watford,Newcastle
2017-18,37,2018-05-05,15:00,West Brom,Spurs
2017-18,37,2018-05-05,17:30,Everton,Southampton
2017-18,37,2018-05-06,13:30,Man City,Huddersfield
2017-18,37,2018-05-06,16:30,Arsenal,Burnley
2017-18,37,2018-05-06,16:30,Chelsea,Liverpool
2017-18,31,2018-05-08,19:45,Swansea,Southampton
2017-18,35,2018-05-09,19:45,Chelsea,Huddersfield
2017-18,31,2018-05-09,19:45,Leicester,Arsenal
2017-18,31,2018-05-09,20:00,Man City,Brighton
2017-18,31,2018-05-09,20:00,Spurs,Newcastle
2017-18,31,2018-05-10,19:45,West Ham,Man Utd
2017-18,38,2018-05-13,15:00,Burnley,Bournemouth
2017-18,38,2018-05-13,15:00,Crystal Palace,West Brom
2017-18,38,2018-05-13,15:00,Huddersfield,Arsenal
2017-18,38,2018-05-13,15:00,Liverpool,Brighton
2017-18,38,2018-05-13,15:00,Man Utd,Watford
2017-18,38,2018-05-13,15:00,Newcastle,Chelsea
2017-18,38,2018-05-13,15:00,Southampton,Man City
2017-18,38,2018-05-13,15:00,Swansea,Stoke
2017-18,38,2018-05-13,15:00,Spurs,Leicester
2017-18,38,2018-05-13,15:00,West Ham,Everton
