name,value,element,season,code,gw
Jean-Philippe Gbamin,50,161,2020-21,160987,1
Jeff Hendrick,50,485,2020-21,83314,1
Jeffrey Schlupp,55,142,2020-21,86417,1
Joe Bryan,50,182,2020-21,101105,1
Joe Hart,45,482,2020-21,15749,1
Joel Matip,55,246,2020-21,60914,1
Joel Ward,45,134,2020-21,55494,1
Joelinton Cássio Apolinário de Lira,60,340,2020-21,180974,1
John Egan,50,353,2020-21,108416,1
John Fleck,60,346,2020-21,47247,1
John Lundstram,55,355,2020-21,153723,1
John Ruddy,45,453,2020-21,19236,1
Jonas Lössl,45,151,2020-21,57513,1
Jonathan Castro Otto,55,462,2020-21,114128,1
Jonathan Leko,45,420,2020-21,173809,1
Jonjo Shelvey,55,321,2020-21,50232,1
Jonjoe Kenny,45,160,2020-21,153673,1
Jonny Evans,55,219,2020-21,37642,1
Jordan Ayew,60,140,2020-21,80146,1
Jordan Henderson,55,244,2020-21,56979,1
Jordan Hugill,55,444,2020-21,167522,1
Jordan Pickford,50,157,2020-21,111234,1
Jordan Stevens,45,212,2020-21,434138,1
Jorge Luiz Frello Filho,50,105,2020-21,85955,1
Joseph Gomez,55,260,2020-21,171287,1
Joseph Willock,50,20,2020-21,200089,1
Josh Onomah,50,188,2020-21,168765,1
Josh Sims,45,374,2020-21,153379,1
José Izquierdo,55,72,2020-21,167473,1
João Filipe Iria Santos Moutinho,55,454,2020-21,19624,1
João Virgínia,45,167,2020-21,222627,1
Joël Veltman,45,67,2020-21,111478,1
Juan Foyth,45,406,2020-21,234908,1
Kai Havertz,85,500,2020-21,219847,1
Kalvin Phillips,50,204,2020-21,155405,1
Kamil Grosicki,55,410,2020-21,49957,1
Kamil Miazek,40,208,2020-21,214987,1
Karl Darlow,50,325,2020-21,59735,1
Kasper Schmeichel,55,217,2020-21,17745,1
Kelechi Iheanacho,60,233,2020-21,173515,1
Kelland Watts,40,342,2020-21,232977,1
Kenneth Zohore,50,416,2020-21,82078,1
Kenny Tete,45,517,2020-21,167074,1
Kepa Arrizabalaga,50,112,2020-21,109745,1
Kevin McDonald,50,172,2020-21,55038,1
Kieran Gibbs,45,407,2020-21,42427,1
Kieran Tierney,55,17,2020-21,192895,1
Konstantinos Tsimikas,50,242,2020-21,214285,1
Kurt Zouma,50,110,2020-21,103192,1
Kyle Bartley,45,412,2020-21,59940,1
Kyle Edwards,50,421,2020-21,174593,1
Kyle Walker-Peters,45,375,2020-21,158534,1
Leander Dendoncker,50,464,2020-21,151589,1
Leandro Trossard,60,69,2020-21,116216,1
Leif Davis,40,214,2020-21,455084,1
Leonardo Campana,50,476,2020-21,474003,1
Lewis Dunk,50,62,2020-21,83299,1
Liam Cooper,45,195,2020-21,55914,1
Lucas Digne,60,155,2020-21,101188,1
Lucas Rodrigues Moura da Silva,70,392,2020-21,95715,1
Lucas Torreira,50,19,2020-21,198849,1
Luka Milivojevic,60,138,2020-21,66975,1
Lukasz Fabianski,50,431,2020-21,37096,1
Luke Ayling,45,197,2020-21,66588,1
Luke Freeman,50,477,2020-21,49083,1
Luke Thomas,45,240,2020-21,244619,1
Lys Mousset,60,359,2020-21,178304,1
Léo Bonatini,50,463,2020-21,141569,1
Mamadou Sakho,45,127,2020-21,40784,1
Manuel Lanzini,65,439,2020-21,86934,1
Marc Albrighton,55,221,2020-21,51938,1
Marcos Alonso,60,104,2020-21,82263,1
Marcus Bettinelli,45,183,2020-21,122074,1
Marek Rodák,45,186,2020-21,155529,1
Mario Lemina,45,493,2020-21,151086,1
Mark Gillespie,45,488,2020-21,81441,1
Mark Noble,50,427,2020-21,18073,1
Martin Dubravka,50,326,2020-21,67089,1
Martin Kelly,45,135,2020-21,58786,1
Martín Montoya,45,63,2020-21,86153,1
Mason Holgate,50,165,2020-21,194164,1
Mason Mount,70,120,2020-21,184341,1
Mateo Kovacic,55,107,2020-21,91651,1
Mateusz Klich,55,198,2020-21,72222,1
Matheus Pereira,60,481,2020-21,210407,1
Mathew Ryan,45,70,2020-21,131897,1
Matija Sarkic,45,472,2020-21,216208,1
Matt Doherty,60,457,2020-21,87835,1
Matt Macey,40,527,2020-21,113534,1
Matt Phillips,55,411,2020-21,50229,1
Matt Ritchie,50,322,2020-21,56983,1
Matteo Guendouzi,50,25,2020-21,242166,1
Matthew Clarke,45,73,2020-21,178173,1
Matthew Longstaff,50,487,2020-21,223175,1
Matty James,45,222,2020-21,61604,1
Max Kilman,40,470,2020-21,214048,1
Max Lowe,45,511,2020-21,155197,1
Max Meyer,50,143,2020-21,141020,1
Maxime Le Marchand,45,173,2020-21,61739,1
Mesut Özil,70,1,2020-21,37605,1
Michael Hector,45,178,2020-21,84915,1
Michael Keane,50,156,2020-21,106611,1
Michael Obafemi,50,381,2020-21,220598,1
Michail Antonio,65,437,2020-21,57531,1
Michy Batshuayi,60,108,2020-21,94245,1
Miguel Almirón,60,339,2020-21,179018,1
Mohamed Naser El Sayed Elneny,45,526,2020-21,153256,1
Mohamed Salah,120,254,2020-21,118748,1
Mohammed Salisu,45,479,2020-21,450527,1
Moise Kean,60,169,2020-21,242058,1
Morgan Gibbs-White,50,473,2020-21,222531,1
Moussa Djenepo,55,382,2020-21,431131,1
Moussa Sissoko,50,385,2020-21,45268,1
N'Golo Kanté,50,113,2020-21,116594,1
Naby Keita,55,261,2020-21,175592,1
Nampalys Mendy,45,518,2020-21,86881,1
Nathan Ferguson,40,145,2020-21,232423,1
Nathan Redmond,65,365,2020-21,83283,1
Nathan Tella,45,524,2020-21,203389,1
Neal Maupay,65,68,2020-21,115382,1
Neco Williams,40,264,2020-21,215136,1
Neeskens Kebano,50,180,2020-21,92259,1
Nicolas Pépé,80,18,2020-21,195735,1
Oliver Burke,45,424,2020-21,197937,1
Oliver Casey,40,215,2020-21,467114,1
Oliver McBurnie,60,357,2020-21,169432,1
Oliver Norwood,50,349,2020-21,79934,1
Oliver Skipp,45,404,2020-21,209042,1
Olivier Giroud,70,103,2020-21,44346,1
Oluwasemilogo Adesewo Ibidapo Ajayi,50,419,2020-21,146426,1
Oriol Romeu Vidal,45,364,2020-21,78056,1
Oskar Buur,40,467,2020-21,179456,1
Pablo Fornals,65,450,2020-21,217593,1
Pablo Hernández Domínguez,60,193,2020-21,28690,1
Pablo Marí,45,10,2020-21,92371,1
Pascal Groß,60,57,2020-21,60307,1
Pascal Struijk,40,211,2020-21,222694,1
Patrick Bamford,55,202,2020-21,106617,1
Patrick van Aanholt,55,139,2020-21,74230,1
Paul Dummett,45,331,2020-21,106618,1
Paulo Gazzaniga,45,393,2020-21,102884,1
Pedro Lomba Neto,55,474,2020-21,247632,1
Phil Jagielka,40,529,2020-21,7645,1
Pierre-Emerick Aubameyang,120,4,2020-21,54694,1
Pierre-Emile Højbjerg,50,396,2020-21,132015,1
Raúl Jiménez,85,460,2020-21,102057,1
Reece James,50,123,2020-21,225796,1
Reiss Nelson,55,21,2020-21,200641,1
Rekeem Harper,45,426,2020-21,232427,1
Rhian Brewster,45,262,2020-21,195473,1
Ricardo Domingos Barbosa Pereira,60,226,2020-21,111931,1
Richarlison de Andrade,80,166,2020-21,212319,1
Rob Holding,45,16,2020-21,156074,1
Robert Snodgrass,60,428,2020-21,18987,1
Roberto Firmino,95,249,2020-21,92217,1
Roberto Jimenez Gago,45,433,2020-21,40694,1
Robin Koch,45,491,2020-21,193645,1
Rodrigo Moreno,60,492,2020-21,80954,1
Rolando Aarons,50,337,2020-21,155513,1
Romain Saïss,50,461,2020-21,107613,1
Romaine Sawyers,50,413,2020-21,61600,1
Ross Barkley,60,106,2020-21,88894,1
Ruben Loftus-Cheek,60,115,2020-21,126187,1
Rui Pedro dos Santos Patrício,55,455,2020-21,38533,1
Ryan Bennett,45,456,2020-21,41727,1
Ryan Bertrand,50,362,2020-21,40146,1
Ryan Fraser,60,507,2020-21,90105,1
Ryan Fredericks,45,438,2020-21,81012,1
Ryan Sessegnon,50,399,2020-21,184349,1
Rúben Diogo da Silva Neves,55,466,2020-21,171317,1
Rúben Gonçalo Silva Nascimento Vinagre,45,471,2020-21,216054,1
Sadio Mané,120,251,2020-21,110979,1
Sam Field,50,423,2020-21,195864,1
Sam Johnstone,45,417,2020-21,101982,1
Sam Woods,40,522,2020-21,221272,1
Sander Berge,50,360,2020-21,207189,1
Scott Dann,45,486,2020-21,19188,1
Sead Kolasinac,50,14,2020-21,111457,1
Seamus Coleman,50,152,2020-21,59949,1
Sean Longstaff,50,480,2020-21,180135,1
Serge Aurier,55,389,2020-21,80226,1
Shane Duffy,45,58,2020-21,61933,1
Shane Long,55,361,2020-21,20452,1
Shkodran Mustafi,50,7,2020-21,69140,1
Simon Moore,45,348,2020-21,74854,1
Sofiane Boufal,55,372,2020-21,128198,1
Sokratis Papastathopoulos,50,2,2020-21,39476,1
Solomon March,50,65,2020-21,109345,1
Stefan Johansen,50,174,2020-21,61916,1
Steven Alzate,45,79,2020-21,235382,1
Steven Bergwijn,75,400,2020-21,194252,1
Stuart Armstrong,55,368,2020-21,91047,1
Stuart Dallas,45,200,2020-21,87873,1
Sébastien Haller,65,441,2020-21,103123,1
Takumi Minamino,65,258,2020-21,157882,1
Tammy Abraham,75,118,2020-21,173879,1
Tanguy Ndombele,60,405,2020-21,231372,1
Tariq Lamptey,45,77,2020-21,232792,1
Theo Walcott,60,148,2020-21,20467,1
Thiago Thiago,55,490,2020-21,51090,1
Tim Ream,45,176,2020-21,82514,1
Timo Werner,95,117,2020-21,165153,1
Timothy Castagne,55,498,2020-21,166477,1
Toby Alderweireld,55,386,2020-21,55605,1
Tom Cairney,55,175,2020-21,76357,1
Tom Davies,55,163,2020-21,173807,1
Tomas Soucek,50,449,2020-21,215439,1
Trent Alexander-Arnold,75,259,2020-21,169187,1
Tyler Roberts,50,206,2020-21,173821,1
Tyrick Mitchell,40,146,2020-21,244723,1
Vicente Guaita,50,128,2020-21,40836,1
Virgil van Dijk,65,250,2020-21,97032,1
Vitor Ferreira,50,515,2020-21,437858,1
Wayne Hennessey,45,126,2020-21,20066,1
Wes Foderingham,45,350,2020-21,82143,1
Wes Morgan,45,216,2020-21,15033,1
Wilfred Ndidi,50,236,2020-21,203341,1
Wilfried Zaha,70,141,2020-21,82403,1
William Saliba,45,27,2020-21,462424,1
William Smallbone,45,379,2020-21,214466,1
Willian Borges Da Silva,80,478,2020-21,47431,1
Willy Boly,55,458,2020-21,90585,1
Willy Caballero,50,101,2020-21,20310,1
Xherdan Shaqiri,65,247,2020-21,68312,1
Yan Valery,50,378,2020-21,213482,1
Yerry Mina,55,162,2020-21,164511,1
Yoshinori Muto,50,341,2020-21,196118,1
Youri Tielemans,65,228,2020-21,166989,1
Yves Bissouma,45,76,2020-21,227127,1
Zeze Steven Sessegnon,45,192,2020-21,208998,1
Çaglar Söyüncü,55,238,2020-21,218031,1
Aaron Wan-Bissaka,55,313,2020-21,214590,2
Adrián Bernabé,45,537,2020-21,449926,2
Ahmed El Mohamady,45,29,2020-21,37339,2
Andreas Pereira,50,304,2020-21,156689,2
Andriy Yarmolenko,59,436,2020-21,56377,2
Anthony Driscoll-Glennon,40,536,2020-21,195471,2
Anthony Knockaert,54,177,2020-21,83543,2
Anthony Martial,90,303,2020-21,148225,2
Antonio Rüdiger,49,109,2020-21,102380,2
Anwar El Ghazi,60,45,2020-21,193488,2
Ashley Barnes,60,87,2020-21,44699,2
Ashley Westwood,55,89,2020-21,60551,2
Axel Tuanzebe,45,307,2020-21,180804,2
Aymeric Laporte,60,280,2020-21,146941,2
Bailey Peacock-Farrell,40,99,2020-21,220037,2
Bamidele Alli,79,394,2020-21,108823,2
Ben Gibson,40,94,2020-21,83312,2
Ben Mee,50,88,2020-21,51927,2
Benjamin Mendy,60,274,2020-21,102826,2
Bernardo Mota Veiga de Carvalho e Silva,75,281,2020-21,165809,2
Bjorn Engels,45,36,2020-21,108156,2
Bobby Thomas,40,520,2020-21,461102,2
Brandon Williams,45,318,2020-21,232937,2
Branislav Ivanovic,45,530,2020-21,41135,2
Bruno Miguel Borges Fernandes,105,302,2020-21,141746,2
Bukayo Saka,54,24,2020-21,223340,2
Callum Hudson-Odoi,59,122,2020-21,209046,2
Charlie Taylor,45,97,2020-21,103914,2
Chris Smalling,50,292,2020-21,55909,2
Chris Wood,65,91,2020-21,60689,2
Christian Pulisic,84,119,2020-21,176413,2
Claudio Bravo,45,267,2020-21,33148,2
Conor Hourihane,60,33,2020-21,85242,2
Cédric Soares,49,5,2020-21,58822,2
Daniel James,65,311,2020-21,200617,2
David de Gea,55,291,2020-21,51940,2
Dean Henderson,55,305,2020-21,172649,2
Diogo Jota,64,468,2020-21,194634,2
Dominic Calvert-Lewin,71,164,2020-21,177815,2
Donny van de Beek,70,495,2020-21,180184,2
Douglas Luiz Soares de Paulo,50,52,2020-21,230046,2
Dwight McNeil,60,100,2020-21,433154,2
Ederson Santana de Moraes,60,278,2020-21,121160,2
Edward Nketiah,59,22,2020-21,205533,2
Elia Caprile,40,532,2020-21,463912,2
Eric Bailly,50,310,2020-21,197365,2
Eric Garcia,50,288,2020-21,432656,2
Erik Pieters,45,83,2020-21,39487,2
Ezri Konsa Ngoyo,45,46,2020-21,199798,2
Felipe Anderson Pereira Gomes,64,440,2020-21,101537,2
Fernando Luiz Rosa,55,266,2020-21,27789,2
Ferran Torres,70,287,2020-21,224444,2
Florian Lejeune,44,327,2020-21,77359,2
Frederico Rodrigues de Paula Santos,55,299,2020-21,101582,2
Frédéric Guilbert,45,47,2020-21,203368,2
Gabriel Fernando de Jesus,95,282,2020-21,205651,2
Giovani Lo Celso,69,403,2020-21,200826,2
Harry Maguire,55,298,2020-21,95658,2
Harry Wilson,54,257,2020-21,153682,2
Henri Lansbury,45,30,2020-21,40564,2
Heung-Min Son,89,390,2020-21,85971,2
Ilkay Gündogan,55,271,2020-21,59859,2
Indiana Vassilev,45,51,2020-21,223349,2
Jack Cork,50,84,2020-21,40145,2
Jack Grealish,70,37,2020-21,114283,2
James Bree,45,43,2020-21,184386,2
James Garner,45,317,2020-21,232928,2
James Justin,46,239,2020-21,220627,2
James Tarkowski,55,81,2020-21,17761,2
Jamie Vardy,101,224,2020-21,101668,2
Jarrod Bowen,64,445,2020-21,178186,2
Jay Rodriguez,60,86,2020-21,44683,2
Jean Michaël Seri,49,189,2020-21,170271,2
Jed Steer,40,32,2020-21,79852,2
Jesse Lingard,60,301,2020-21,109322,2
Jimmy Dunne,40,519,2020-21,218023,2
Johann Berg Gudmundsson,55,90,2020-21,60586,2
John McGinn,55,38,2020-21,122806,2
John Stones,50,273,2020-21,97299,2
Josh Benson,45,535,2020-21,217401,2
Josh Brownhill,50,98,2020-21,172782,2
José Diogo Dalot Teixeira,50,314,2020-21,216051,2
José Ignacio Peleteiro Romallo,60,34,2020-21,89274,2
João Pedro Cavaco Cancelo,55,277,2020-21,121145,2
Juan Mata,60,290,2020-21,43670,2
Kamil Grosicki,54,410,2020-21,49957,2
Keinan Davis,45,50,2020-21,221239,2
Kelechi Iheanacho,59,233,2020-21,173515,2
Kevin De Bruyne,115,272,2020-21,61366,2
Kevin Long,45,85,2020-21,41674,2
Kevin McDonald,49,172,2020-21,55038,2
Kortney Hause,45,39,2020-21,123354,2
Kyle Walker,60,270,2020-21,58621,2
Liam Delap,45,539,2020-21,463034,2
Lucas Digne,61,155,2020-21,101188,2
Lucas Torreira,49,19,2020-21,198849,2
Luke Shaw,50,300,2020-21,106760,2
Luke Thomas,44,240,2020-21,244619,2
Mahmoud Ahmed Ibrahim Hassan,55,40,2020-21,148508,2
Marcos Rojo,50,294,2020-21,58893,2
Marcus Rashford,95,306,2020-21,176297,2
Marvelous Nakamba,45,44,2020-21,184704,2
Mason Greenwood,75,315,2020-21,220688,2
Matej Vydra,50,93,2020-21,81183,2
Mateusz Bogusz,45,533,2020-21,480216,2
Matt Phillips,54,411,2020-21,50229,2
Matt Targett,45,42,2020-21,169359,2
Matteo Guendouzi,49,25,2020-21,242166,2
Matthew Cash,50,496,2020-21,199796,2
Matthew Lowton,45,92,2020-21,68983,2
Mbwana Samatta,60,49,2020-21,217487,2
Mesut Özil,69,1,2020-21,37605,2
Michail Antonio,64,437,2020-21,57531,2
Nathan Aké,55,279,2020-21,126184,2
Neil Taylor,45,31,2020-21,47390,2
Nemanja Matic,50,295,2020-21,62398,2
Nick Pope,55,96,2020-21,98747,2
Nicolas Pépé,79,18,2020-21,195735,2
Nicolás Otamendi,50,269,2020-21,57410,2
Odion Ighalo,65,293,2020-21,58498,2
Oleksandr Zinchenko,55,283,2020-21,206325,2
Ollie Watkins,60,514,2020-21,178301,2
Patrick Bamford,56,202,2020-21,106617,2
Paul Pogba,80,296,2020-21,74208,2
Phil Bardsley,45,82,2020-21,17997,2
Phil Foden,65,284,2020-21,209244,2
Phil Jones,50,297,2020-21,76359,2
Raheem Sterling,115,276,2020-21,103955,2
Reiss Nelson,54,21,2020-21,200641,2
Riyad Mahrez,85,275,2020-21,103025,2
Robbie Brady,50,95,2020-21,90517,2
Roberto Firmino,94,249,2020-21,92217,2
Rodrigo Hernandez,55,286,2020-21,220566,2
Ryan Inniss,40,534,2020-21,114536,2
Rúben Gonçalo Silva Nascimento Vinagre,44,471,2020-21,216054,2
Sadio Mané,119,251,2020-21,110979,2
Scott McTominay,50,309,2020-21,195851,2
Sead Kolasinac,49,14,2020-21,111457,2
Serge Aurier,54,389,2020-21,80226,2
Sergio Agüero,105,268,2020-21,37572,2
Sergio Romero,50,289,2020-21,42899,2
Steven Bergwijn,74,400,2020-21,194252,2
Sébastien Haller,64,441,2020-21,103123,2
Tahith Chong,45,316,2020-21,222677,2
Takumi Minamino,64,258,2020-21,157882,2
Tammy Abraham,74,118,2020-21,173879,2
Teden Mengi,40,319,2020-21,244856,2
Thiago Alcántara do Nascimento,60,531,2020-21,61558,2
Timothy Fosu-Mensah,45,312,2020-21,201084,2
Tom Heaton,45,28,2020-21,21205,2
Tommy Doyle,45,285,2020-21,220394,2
Tyrone Mings,50,41,2020-21,149484,2
Victor Lindelöf,50,308,2020-21,184667,2
Wesley Moraes,60,48,2020-21,213345,2
William Saliba,44,27,2020-21,462424,2
Willian Borges Da Silva,81,478,2020-21,47431,2
Zack Steffen,45,538,2020-21,164484,2
Ørjan Nyland,40,35,2020-21,98770,2
Aaron Cresswell,49,435,2020-21,55459,3
Adam Forshaw,49,199,2020-21,80179,3
Adam Lallana,64,54,2020-21,39155,3
Ahmed El-Sayed Hegazy,44,414,2020-21,77777,3
Alex Iwobi,59,159,2020-21,153133,3
Alex Oxlade-Chamberlain,64,248,2020-21,81880,3
Alexis Mac Allister,54,80,2020-21,243016,3
Alfie Mawson,44,185,2020-21,149266,3
Allan Saint-Maximin,54,338,2020-21,170137,3
Anthony Knockaert,53,177,2020-21,83543,3
Antonee Robinson,44,484,2020-21,169528,3
Antonio Rüdiger,48,109,2020-21,102380,3
Ayoze Pérez,64,229,2020-21,168580,3
Bamidele Alli,77,394,2020-21,108823,3
Ben Osborn,49,356,2020-21,167878,3
Bernard Anício Caldeira Duarte,59,154,2020-21,100649,3
Bertrand Traoré,60,540,2020-21,110504,3
Billy Sharp,59,343,2020-21,18867,3
Callum Hudson-Odoi,58,122,2020-21,209046,3
Cengiz Ünder,60,541,2020-21,228798,3
Charlie Austin,54,415,2020-21,78356,3
Che Adams,59,377,2020-21,200439,3
Christian Atsu,54,330,2020-21,104953,3
Christian Pulisic,83,119,2020-21,176413,3
Cole Palmer,45,552,2020-21,244851,3
Conor Gallagher,55,544,2020-21,232787,3
Cyrus Christie,44,179,2020-21,87107,3
César Azpilicueta,59,102,2020-21,41328,3
Daniel Castelo Podence,56,469,2020-21,200600,3
Danny Ings,84,366,2020-21,84939,3
Danny Rose,49,384,2020-21,38290,3
David McGoldrick,54,344,2020-21,27436,3
DeAndre Yedlin,44,335,2020-21,151119,3
Declan Rice,49,448,2020-21,204480,3
Demarai Gray,54,230,2020-21,172632,3
Diego Llorente,45,549,2020-21,149915,3
Diogo Jota,63,468,2020-21,194634,3
Divock Origi,54,256,2020-21,152760,3
Dominic Calvert-Lewin,73,164,2020-21,177815,3
Dwight Gayle,59,329,2020-21,104547,3
Edouard Mendy,50,548,2020-21,228286,3
Emerson Palmieri dos Santos,49,111,2020-21,109533,3
Emil Krafth,44,333,2020-21,111773,3
Eric Garcia,49,288,2020-21,432656,3
Erik Lamela,59,387,2020-21,62974,3
Ezgjan Alioski,44,201,2020-21,105377,3
Fabian Delph,49,149,2020-21,41823,3
Fabian Schär,49,334,2020-21,119471,3
Fabián Balbuena,44,443,2020-21,166640,3
Felipe Anderson Pereira Gomes,63,440,2020-21,101537,3
Fikayo Tomori,49,121,2020-21,194794,3
Filip Benkovic,44,237,2020-21,213405,3
Florin Andone,49,64,2020-21,93284,3
Francisco Casilla Cortés,44,194,2020-21,39790,3
Frederico Rodrigues de Paula Santos,54,299,2020-21,101582,3
Gabriel Magalhães,51,494,2020-21,226597,3
Gareth Bale,95,543,2020-21,36903,3
Gedson Carvalho Fernandes,49,401,2020-21,195774,3
Glenn Murray,49,53,2020-21,20529,3
Gylfi Sigurdsson,69,150,2020-21,55422,3
Hakim Ziyech,79,114,2020-21,124183,3
Hal Robson-Kanu,54,408,2020-21,49440,3
Hamza Choudhury,49,234,2020-21,197469,3
Harry Wilson,53,257,2020-21,153682,3
Heung-Min Son,91,390,2020-21,85971,3
Hélder Wander Sousa de Azevedo e Costa,56,205,2020-21,165808,3
Jack Robinson,44,352,2020-21,83427,3
Jack Wilshere,49,434,2020-21,54102,3
Jacob Ramsey,45,554,2020-21,232653,3
James Justin,47,239,2020-21,220627,3
James Milner,54,241,2020-21,15157,3
James Rodríguez,76,508,2020-21,60025,3
James Ward-Prowse,59,370,2020-21,101178,3
Jamie Shackleton,49,210,2020-21,221610,3
Jamie Vardy,100,224,2020-21,101668,3
Japhet Tanganga,49,402,2020-21,199584,3
Jarrod Bowen,63,445,2020-21,178186,3
Jay-Roy Grot,49,207,2020-21,204642,3
Jayson Molumby,45,550,2020-21,220738,3
Jean Michaël Seri,48,189,2020-21,170271,3
Joel Matip,54,246,2020-21,60914,3
Joelinton Cássio Apolinário de Lira,59,340,2020-21,180974,3
John Egan,49,353,2020-21,108416,3
John Fleck,59,346,2020-21,47247,3
John Lundstram,54,355,2020-21,153723,3
Jonjoe Kenny,44,160,2020-21,153673,3
Jordan Ayew,59,140,2020-21,80146,3
Jordan Henderson,54,244,2020-21,56979,3
Jorge Luiz Frello Filho,51,105,2020-21,85955,3
Joseph Gomez,54,260,2020-21,171287,3
Joseph Willock,49,20,2020-21,200089,3
Joël Veltman,44,67,2020-21,111478,3
Juan Foyth,44,406,2020-21,234908,3
Kai Havertz,84,500,2020-21,219847,3
Kelechi Iheanacho,58,233,2020-21,173515,3
Kevin De Bruyne,116,272,2020-21,61366,3
Ki-Jana Hoever,45,545,2020-21,441271,3
Kieran Gibbs,44,407,2020-21,42427,3
Konstantinos Tsimikas,49,242,2020-21,214285,3
Liam Cooper,44,195,2020-21,55914,3
Lucas Rodrigues Moura da Silva,69,392,2020-21,95715,3
Luka Milivojevic,59,138,2020-21,66975,3
Lys Mousset,59,359,2020-21,178304,3
Mace Goodridge,45,551,2020-21,195064,3
Mark Noble,49,427,2020-21,18073,3
Martin Kelly,44,135,2020-21,58786,3
Mason Holgate,49,165,2020-21,194164,3
Mason Mount,69,120,2020-21,184341,3
Mateusz Klich,56,198,2020-21,72222,3
Matt Phillips,53,411,2020-21,50229,3
Matthew Longstaff,49,487,2020-21,223175,3
Max Meyer,49,143,2020-21,141020,3
Maxime Le Marchand,44,173,2020-21,61739,3
Mbwana Samatta,59,49,2020-21,217487,3
Meritan Shabani,45,553,2020-21,225368,3
Michael Obafemi,49,381,2020-21,220598,3
Michy Batshuayi,59,108,2020-21,94245,3
Miguel Almirón,59,339,2020-21,179018,3
Mohamed Salah,121,254,2020-21,118748,3
Mohammed Salisu,44,479,2020-21,450527,3
Moise Kean,59,169,2020-21,242058,3
Moussa Sissoko,49,385,2020-21,45268,3
Naby Keita,54,261,2020-21,175592,3
Nathan Redmond,64,365,2020-21,83283,3
Neeskens Kebano,49,180,2020-21,92259,3
Nicolas Pépé,78,18,2020-21,195735,3
Nélson Cabral Semedo,55,546,2020-21,200402,3
Odion Ighalo,64,293,2020-21,58498,3
Oliver McBurnie,59,357,2020-21,169432,3
Oliver Norwood,49,349,2020-21,79934,3
Olivier Giroud,69,103,2020-21,44346,3
Oluwasemilogo Adesewo Ibidapo Ajayi,49,419,2020-21,146426,3
Pablo Fornals,64,450,2020-21,217593,3
Pablo Hernández Domínguez,59,193,2020-21,28690,3
Pascal Groß,59,57,2020-21,60307,3
Patrick Bamford,57,202,2020-21,106617,3
Pierre-Emerick Aubameyang,119,4,2020-21,54694,3
Pierre-Emile Højbjerg,49,396,2020-21,132015,3
Reece James,51,123,2020-21,225796,3
Robert Snodgrass,59,428,2020-21,18987,3
Rodrigo Moreno,59,492,2020-21,80954,3
Rolando Aarons,49,337,2020-21,155513,3
Romain Saïss,51,461,2020-21,107613,3
Ross Barkley,59,106,2020-21,88894,3
Ryan Sessegnon,49,399,2020-21,184349,3
Rúnar Alex Rúnarsson,45,547,2020-21,115918,3
Sam Field,49,423,2020-21,195864,3
Sean Longstaff,49,480,2020-21,180135,3
Serge Aurier,53,389,2020-21,80226,3
Sergio Agüero,104,268,2020-21,37572,3
Sergio Reguilón,55,542,2020-21,199249,3
Shane Duffy,44,58,2020-21,61933,3
Shane Long,54,361,2020-21,20452,3
Sofiane Boufal,54,372,2020-21,128198,3
Sokratis Papastathopoulos,49,2,2020-21,39476,3
Stefan Johansen,49,174,2020-21,61916,3
Steven Bergwijn,73,400,2020-21,194252,3
