name,code,element,position,season,team,gw
Jeremy Sarmiento,441192,146,MID,2023-24,Brighton,1
Jesse Lingard,109322,266,MID,2016-17,Man Utd,1
Jesse Lingard,109322,279,MID,2017-18,Man Utd,1
Jesse Lingard,109322,301,MID,2020-21,Man Utd,2
Jesse Lingard,109322,301,MID,2020-21,West Ham,21
Jesse Lingard,109322,276,MID,2021-22,Man Utd,1
Jesurun Rak-Sakyi,450542,688,MID,2020-21,Crystal Palace,31
Jesurun Rak-Sakyi,450542,541,MID,2021-22,Crystal Palace,1
Jesurun Rak-Sakyi,450542,657,MID,2023-24,Crystal Palace,1
Jhon Durán,476344,44,FWD,2023-24,Aston Villa,1
Ji-Soo Kim,570241,725,DEF,2023-24,Brentford,8
Jili Buyabu,601496,731,DEF,2023-24,Sheffield Utd,9
Jimi Tauriainen,514277,830,MID,2023-24,Chelsea,27
Jimmy Dunne,218023,519,DEF,2020-21,Burnley,2
Joachim Andersen,174874,571,DEF,2020-21,Fulham,5
Joachim Andersen,174874,488,DEF,2021-22,Crystal Palace,1
Joachim Andersen,174874,220,DEF,2023-24,Crystal Palace,1
Joe Bryan,101105,182,DEF,2020-21,Fulham,1
Joe Gardner,536681,781,FWD,2023-24,Nott'm Forest,21
Joe Gauci,462492,818,GK,2023-24,Aston Villa,25
Joe Gelhardt,462635,667,FWD,2020-21,Leeds,23
Joe Gelhardt,462635,577,FWD,2021-22,Leeds,3
Joe Gomez,171287,195,DEF,2016-17,Liverpool,1
Joe Gomez,171287,218,DEF,2017-18,Liverpool,1
Joe Gomez,171287,260,DEF,2020-21,Liverpool,1
Joe Gomez,171287,238,DEF,2021-22,Liverpool,1
Joe Gomez,171287,298,DEF,2023-24,Liverpool,1
Joe Hart,15749,218,GK,2016-17,Man City,1
Joe Hart,15749,479,GK,2017-18,West Ham,1
Joe Hart,15749,482,GK,2020-21,Spurs,1
Joe Hart,15749,352,GK,2021-22,Spurs,1
Joe Hodge,240299,555,MID,2023-24,Wolves,1
Joe Hugill,515504,748,FWD,2023-24,Man Utd,13
Joe Lolley,168172,176,MID,2017-18,Huddersfield,1
Joe Rodon,214225,561,DEF,2017-18,Swansea,10
Joe Rodon,214225,584,DEF,2020-21,Spurs,6
Joe Rodon,214225,374,DEF,2021-22,Spurs,1
Joe Rodon,214225,510,DEF,2023-24,Spurs,1
Joe Rothwell,156685,81,MID,2023-24,Bournemouth,1
Joe Taylor,242500,336,FWD,2023-24,Luton,1
Joe White,461484,599,MID,2021-22,Newcastle,4
Joe White,461484,794,MID,2023-24,Newcastle,22
Joe Whitworth,487818,243,GK,2023-24,Crystal Palace,1
Joe Willock,200089,634,MID,2017-18,Arsenal,30
Joe Willock,200089,20,MID,2020-21,Arsenal,1
Joe Willock,200089,20,MID,2020-21,Newcastle,22
Joe Willock,200089,19,MID,2021-22,Newcastle,1
Joe Willock,200089,432,MID,2023-24,Newcastle,1
Joe Worrall,208912,469,DEF,2023-24,Nott'm Forest,1
Joel Matip,60914,199,DEF,2016-17,Liverpool,1
Joel Matip,60914,219,DEF,2017-18,Liverpool,1
Joel Matip,60914,246,DEF,2020-21,Liverpool,1
Joel Matip,60914,224,DEF,2021-22,Liverpool,1
Joel Matip,60914,305,DEF,2023-24,Liverpool,1
Joel Mumbongo,430367,613,FWD,2020-21,Burnley,15
Joel Robles,78315,123,GK,2016-17,Everton,1
Joel Robles,78315,136,GK,2017-18,Everton,1
Joel Ward,55494,105,DEF,2016-17,Crystal Palace,1
Joel Ward,55494,119,DEF,2017-18,Crystal Palace,1
Joel Ward,55494,134,DEF,2020-21,Crystal Palace,1
Joel Ward,55494,474,DEF,2021-22,Crystal Palace,1
Joel Ward,55494,242,DEF,2023-24,Crystal Palace,1
Joelinton Cássio Apolinário de Lira,180974,340,FWD,2020-21,Newcastle,1
Joelinton Cássio Apolinário de Lira,180974,310,FWD,2021-22,Newcastle,1
Joelinton Cássio Apolinário de Lira,180974,416,MID,2023-24,Newcastle,1
Johann Berg Gudmundsson,60586,473,MID,2016-17,Burnley,1
Johann Berg Gudmundsson,60586,84,MID,2017-18,Burnley,1
Johann Berg Gudmundsson,60586,90,MID,2020-21,Burnley,2
Johann Berg Gudmundsson,60586,108,MID,2021-22,Burnley,1
Johann Berg Gudmundsson,60586,170,MID,2023-24,Burnley,1
John Egan,108416,353,DEF,2020-21,Sheffield Utd,1
John Egan,108416,480,DEF,2023-24,Sheffield Utd,1
John Fleck,47247,346,MID,2020-21,Sheffield Utd,1
John Fleck,47247,481,MID,2023-24,Sheffield Utd,1
John Lundstram,153723,355,MID,2020-21,Sheffield Utd,1
John McAtee,422303,324,FWD,2023-24,Luton,1
John McGinn,122806,38,MID,2020-21,Aston Villa,2
John McGinn,122806,35,MID,2021-22,Aston Villa,1
John McGinn,122806,50,MID,2023-24,Aston Villa,1
John Ruddy,19236,453,GK,2020-21,Wolves,1
John Ruddy,19236,452,GK,2021-22,Wolves,1
John Stones,97299,128,DEF,2016-17,Man City,1
John Stones,97299,242,DEF,2017-18,Man City,1
John Stones,97299,273,DEF,2020-21,Man City,2
John Stones,97299,252,DEF,2021-22,Man City,1
John Stones,97299,368,DEF,2023-24,Man City,1
John-Kymani Gordon,461382,658,FWD,2023-24,Crystal Palace,1
Jon McCracken,229415,666,GK,2021-22,Norwich,20
Jonas Lössl,57513,163,GK,2017-18,Huddersfield,1
Jonas Lössl,57513,151,GK,2020-21,Everton,1
Jonas Lössl,57513,673,GK,2021-22,Brentford,21
Jonathan Castro Otto,114128,462,DEF,2020-21,Wolves,1
Jonathan Castro Otto,114128,433,DEF,2021-22,Wolves,1
Jonathan Castro Otto,114128,560,DEF,2023-24,Wolves,1
Jonathan Leko,173809,445,MID,2016-17,West Brom,1
Jonathan Leko,173809,431,MID,2017-18,West Brom,1
Jonathan Leko,173809,420,MID,2020-21,West Brom,1
Jonathan Panzo,209035,460,DEF,2023-24,Nott'm Forest,1
Jonathan Rowe,483365,648,MID,2021-22,Norwich,17
Jonathan Tomkinson,451310,643,DEF,2021-22,Norwich,16
Jonjo Shelvey,50232,296,MID,2017-18,Newcastle,1
Jonjo Shelvey,50232,321,MID,2020-21,Newcastle,1
Jonjo Shelvey,50232,291,MID,2021-22,Newcastle,1
Jonjo Shelvey,50232,463,MID,2023-24,Nott'm Forest,1
Jonjoe Kenny,153673,616,DEF,2016-17,Everton,17
Jonjoe Kenny,153673,145,DEF,2017-18,Everton,1
Jonjoe Kenny,153673,160,DEF,2020-21,Everton,1
Jonjoe Kenny,153673,502,DEF,2021-22,Everton,1
Jonny Evans,37642,431,DEF,2016-17,West Brom,1
Jonny Evans,37642,423,DEF,2017-18,West Brom,1
Jonny Evans,37642,219,DEF,2020-21,Leicester,1
Jonny Evans,37642,201,DEF,2021-22,Leicester,1
Jonny Evans,37642,703,DEF,2023-24,Man Utd,4
Jordan Amissah,538206,472,GK,2023-24,Sheffield Utd,1
Jordan Ayew,80146,642,FWD,2016-17,Swansea,24
Jordan Ayew,80146,373,FWD,2017-18,Swansea,1
Jordan Ayew,80146,140,FWD,2020-21,Crystal Palace,1
Jordan Ayew,80146,153,FWD,2021-22,Crystal Palace,1
Jordan Ayew,80146,221,MID,2023-24,Crystal Palace,1
Jordan Beyer,241231,160,DEF,2023-24,Burnley,1
Jordan Clark,96784,320,MID,2023-24,Luton,1
Jordan Henderson,56979,201,MID,2016-17,Liverpool,1
Jordan Henderson,56979,225,MID,2017-18,Liverpool,1
Jordan Henderson,56979,244,MID,2020-21,Liverpool,1
Jordan Henderson,56979,222,MID,2021-22,Liverpool,1
Jordan Henderson,56979,299,MID,2023-24,Liverpool,1
Jordan Hugill,167522,622,FWD,2017-18,West Ham,26
Jordan Hugill,167522,444,FWD,2020-21,West Ham,1
Jordan Hugill,167522,322,FWD,2021-22,Norwich,1
Jordan Pickford,111234,340,GK,2016-17,Sunderland,1
Jordan Pickford,111234,135,GK,2017-18,Everton,1
Jordan Pickford,111234,157,GK,2020-21,Everton,1
Jordan Pickford,111234,170,GK,2021-22,Everton,1
Jordan Pickford,111234,263,GK,2023-24,Everton,1
Jordan Stevens,434138,212,MID,2020-21,Leeds,1
Jorge Luiz Frello Filho,85955,105,MID,2020-21,Chelsea,1
Jorge Luiz Frello Filho,85955,123,MID,2021-22,Chelsea,1
Jorge Luiz Frello Filho,85955,9,MID,2023-24,Arsenal,1
Joseph Anang,447879,647,GK,2023-24,West Ham,1
Joseph Hungbo,244890,402,MID,2021-22,Watford,1
Joseph Johnson,611011,682,DEF,2023-24,Luton,3
Joseph McGlynn,461080,735,FWD,2021-22,Burnley,37
Josh Acheampong,577016,838,DEF,2023-24,Chelsea,28
Josh Benson,217401,535,MID,2020-21,Burnley,2
Josh Benson,217401,116,MID,2021-22,Burnley,1
Josh Bowler,245830,440,MID,2023-24,Nott'm Forest,1
Josh Brooking,248854,723,DEF,2023-24,Chelsea,7
Josh Brownhill,172782,98,MID,2020-21,Burnley,2
Josh Brownhill,172782,115,MID,2021-22,Burnley,1
Josh Brownhill,172782,161,MID,2023-24,Burnley,1
Josh Cullen,172567,165,MID,2023-24,Burnley,1
Josh Dasilva,183656,82,MID,2021-22,Brentford,1
Josh Dasilva,183656,99,MID,2023-24,Brentford,1
Josh Feeney,536110,670,DEF,2021-22,Aston Villa,21
Josh Maja,195480,613,FWD,2016-17,Sunderland,16
Josh Maja,195480,665,FWD,2020-21,Fulham,23
Josh Martin,439485,330,MID,2021-22,Norwich,1
Josh Onomah,168765,188,MID,2020-21,Fulham,1
Josh Powell,547659,637,DEF,2023-24,Nott'm Forest,1
Josh Sims,153379,374,MID,2020-21,Southampton,1
Joshua Duffus,532528,747,MID,2023-24,Brighton,13
Joshua King,78007,48,FWD,2016-17,Bournemouth,1
Joshua King,78007,51,FWD,2017-18,Bournemouth,1
Joshua King,78007,651,FWD,2020-21,Everton,22
Joshua King,78007,468,FWD,2021-22,Watford,1
Joshua King,577725,810,MID,2023-24,Fulham,23
Joshua Sargent,215476,516,FWD,2021-22,Norwich,1
Joshua Wilson-Esbrand,447880,604,DEF,2021-22,Man City,5
José Ignacio Peleteiro Romallo,89274,34,MID,2020-21,Aston Villa,2
José Izquierdo,167473,72,MID,2020-21,Brighton,1
José Malheiro de Sá,149065,475,GK,2021-22,Wolves,1
José Malheiro de Sá,149065,569,GK,2023-24,Wolves,1
João Cancelo,121145,277,DEF,2020-21,Man City,2
João Cancelo,121145,256,DEF,2021-22,Man City,1
João Cancelo,121145,346,DEF,2023-24,Man City,1
João Filipe Iria Santos Moutinho,19624,454,MID,2020-21,Wolves,1
João Filipe Iria Santos Moutinho,19624,426,MID,2021-22,Wolves,1
João Neves Virgínia,222627,167,GK,2020-21,Everton,1
João Neves Virgínia,222627,181,GK,2021-22,Everton,1
João Neves Virgínia,222627,266,GK,2023-24,Everton,1
João Palhinha Gonçalves,154296,280,MID,2023-24,Fulham,1
João Pedro Junqueira de Jesus,475168,404,FWD,2021-22,Watford,1
João Pedro Junqueira de Jesus,475168,135,FWD,2023-24,Brighton,1
João Victor Gomes da Silva,448089,559,MID,2023-24,Wolves,1
Joël Veltman,111478,67,DEF,2020-21,Brighton,1
Joël Veltman,111478,62,DEF,2021-22,Brighton,1
Joël Veltman,111478,151,DEF,2023-24,Brighton,1
Joško Gvardiol,477424,616,DEF,2023-24,Man City,1
Juan Camilo Hernández Suárez,244716,472,FWD,2021-22,Watford,1
Juan Foyth,234908,534,DEF,2017-18,Spurs,4
Juan Foyth,234908,406,DEF,2020-21,Spurs,1
Juan Mata,43670,256,MID,2016-17,Man Utd,1
Juan Mata,43670,274,MID,2017-18,Man Utd,1
Juan Mata,43670,290,MID,2020-21,Man Utd,2
Juan Mata,43670,459,MID,2021-22,Man Utd,1
Julian Jeanvier,121570,722,DEF,2021-22,Brentford,32
Julio Enciso,474120,130,MID,2023-24,Brighton,1
Julián Álvarez,461358,343,FWD,2023-24,Man City,1
Junior Stanislas,56872,42,MID,2016-17,Bournemouth,1
Junior Stanislas,56872,42,MID,2017-18,Bournemouth,1
Juraj Kucka,69143,495,MID,2021-22,Watford,1
Jurriën Timber,445122,585,DEF,2023-24,Arsenal,1
Justin Hubner,504750,751,DEF,2023-24,Wolves,14
Justin Kluivert,222683,72,MID,2023-24,Bournemouth,1
Jérémy Doku,248875,678,MID,2023-24,Man City,3
Jürgen Locadia,106757,604,FWD,2017-18,Brighton,25
Jürgen Locadia,106757,595,FWD,2021-22,Brighton,4
Kacper Kozłowski,484658,137,MID,2023-24,Brighton,1
Kadan Young,537403,865,MID,2023-24,Aston Villa,38
Kaden Rodney,530318,825,MID,2023-24,Crystal Palace,26
Kaelan Casey,518438,774,DEF,2023-24,West Ham,20
Kai Havertz,219847,500,MID,2020-21,Chelsea,1
Kai Havertz,219847,141,MID,2021-22,Chelsea,1
Kai Havertz,219847,6,MID,2023-24,Arsenal,1
Kaide Gordon,496185,625,MID,2021-22,Liverpool,12
Kaide Gordon,496185,783,MID,2023-24,Liverpool,21
Kaine Hayden,465390,671,MID,2020-21,Aston Villa,25
Kaine Hayden,465390,684,DEF,2021-22,Aston Villa,22
Kaine Hayden,465390,793,DEF,2023-24,Aston Villa,22
Kalvin Phillips,155405,204,MID,2020-21,Leeds,1
Kalvin Phillips,155405,191,MID,2021-22,Leeds,1
Kalvin Phillips,155405,364,MID,2023-24,Man City,1
Kalvin Phillips,155405,364,MID,2023-24,West Ham,22
Kamil Conteh,468243,669,MID,2021-22,Watford,20
Kamil Grosicki,49957,647,MID,2016-17,Hull,24
Kamil Grosicki,49957,410,MID,2020-21,West Brom,1
Kamil Miazek,214987,208,GK,2020-21,Leeds,1
Kaoru Mitoma,451340,143,MID,2023-24,Brighton,1
Karl Darlow,59735,287,GK,2017-18,Newcastle,1
Karl Darlow,59735,325,GK,2020-21,Newcastle,1
Karl Darlow,59735,294,GK,2021-22,Newcastle,1
Karl Darlow,59735,408,GK,2023-24,Newcastle,1
Karl Hein,463748,532,GK,2021-22,Arsenal,1
Karl Hein,463748,646,GK,2023-24,Arsenal,1
Karlan Grant,180294,582,FWD,2020-21,West Brom,5
Karlo Ziger,431019,593,GK,2020-21,Chelsea,7
Kasey McAteer,461587,647,MID,2021-22,Leicester,16
Kasper Schmeichel,17745,165,GK,2016-17,Leicester,1
Kasper Schmeichel,17745,189,GK,2017-18,Leicester,1
Kasper Schmeichel,17745,217,GK,2020-21,Leicester,1
Kasper Schmeichel,17745,200,GK,2021-22,Leicester,1
Kayky da Silva Chagas,478028,663,FWD,2021-22,Man City,19
Kayne Ramsay,232797,598,DEF,2020-21,Southampton,8
Kean Bryan,109638,603,DEF,2020-21,Sheffield Utd,10
Keane Lewis-Potter,249231,107,MID,2023-24,Brentford,1
Keinan Davis,221239,50,FWD,2020-21,Aston Villa,2
Keinan Davis,221239,49,FWD,2021-22,Aston Villa,1
Keinan Davis,221239,39,FWD,2023-24,Aston Villa,1
Kelechi Iheanacho,173515,241,FWD,2016-17,Man City,1
Kelechi Iheanacho,173515,258,FWD,2017-18,Leicester,1
Kelechi Iheanacho,173515,233,FWD,2020-21,Leicester,1
Kelechi Iheanacho,173515,213,FWD,2021-22,Leicester,1
Kell Watts,232977,342,DEF,2020-21,Newcastle,1
Kell Watts,232977,431,DEF,2023-24,Newcastle,1
Ken Sema,157775,391,MID,2021-22,Watford,1
Kenneth Zohore,82078,416,FWD,2020-21,West Brom,1
Kenny McLean,78607,318,MID,2021-22,Norwich,1
Kenny Tete,167074,517,DEF,2020-21,Fulham,1
Kenny Tete,167074,285,DEF,2023-24,Fulham,1
Kepa Arrizabalaga,109745,112,GK,2020-21,Chelsea,1
Kepa Arrizabalaga,109745,129,GK,2021-22,Chelsea,1
Kepa Arrizabalaga,109745,187,GK,2023-24,Chelsea,1
Kevin De Bruyne,61366,235,MID,2016-17,Man City,1
Kevin De Bruyne,61366,252,MID,2017-18,Man City,1
Kevin De Bruyne,61366,272,MID,2020-21,Man City,2
Kevin De Bruyne,61366,251,MID,2021-22,Man City,1
Kevin De Bruyne,61366,349,MID,2023-24,Man City,1
Kevin Long,41674,594,DEF,2016-17,Burnley,9
Kevin Long,41674,80,DEF,2017-18,Burnley,1
Kevin Long,41674,85,DEF,2020-21,Burnley,2
Kevin Long,41674,103,DEF,2021-22,Burnley,1
Kevin Mbabu,120721,277,DEF,2023-24,Fulham,1
Kevin McDonald,55038,172,MID,2020-21,Fulham,1
Kevin Schade,513418,115,MID,2023-24,Brentford,1
Kgaogelo Chauke,445896,624,MID,2020-21,Southampton,17
Kgaogelo Chauke,445896,680,MID,2021-22,Southampton,21
Ki-Jana Hoever,441271,545,DEF,2020-21,Wolves,3
Ki-Jana Hoever,441271,443,DEF,2021-22,Wolves,1
Ki-Jana Hoever,441271,556,DEF,2023-24,Wolves,1
Kiano Dyer,559963,852,MID,2023-24,Chelsea,33
Kieffer Moore,128340,76,FWD,2023-24,Bournemouth,1
Kieran Dowell,171270,323,MID,2021-22,Norwich,1
Kieran Gibbs,42427,7,DEF,2016-17,Arsenal,1
Kieran Gibbs,42427,8,DEF,2017-18,Arsenal,1
Kieran Gibbs,42427,8,DEF,2017-18,West Brom,4
Kieran Gibbs,42427,407,DEF,2020-21,West Brom,1
Kieran Tierney,192895,17,DEF,2020-21,Arsenal,1
Kieran Tierney,192895,16,DEF,2021-22,Arsenal,1
Kieran Tierney,192895,24,DEF,2023-24,Arsenal,1
Kieran Trippier,77794,387,DEF,2016-17,Spurs,1
Kieran Trippier,77794,382,DEF,2017-18,Spurs,1
Kieran Trippier,77794,678,DEF,2021-22,Newcastle,22
Kieran Trippier,77794,430,DEF,2023-24,Newcastle,1
Kiernan Dewsbury-Hall,215413,505,MID,2021-22,Leicester,1
Kjell Scherpen,240514,476,GK,2021-22,Brighton,1
Kjell Scherpen,240514,147,GK,2023-24,Brighton,1
Kobbie Mainoo,516895,388,MID,2023-24,Man Utd,1
Konstantinos Mavropanos,233963,595,DEF,2017-18,Arsenal,23
Konstantinos Mavropanos,233963,24,DEF,2021-22,Arsenal,1
Konstantinos Mavropanos,233963,676,DEF,2023-24,West Ham,3
Konstantinos Tsimikas,214285,242,DEF,2020-21,Liverpool,1
Konstantinos Tsimikas,214285,245,DEF,2021-22,Liverpool,1
Konstantinos Tsimikas,214285,311,DEF,2023-24,Liverpool,1
Kortney Hause,123354,39,DEF,2020-21,Aston Villa,2
Kortney Hause,123354,36,DEF,2021-22,Aston Villa,1
Kortney Hause,123354,45,DEF,2023-24,Aston Villa,1
Kris Moore,513852,657,DEF,2021-22,Leeds,18
Kristian Sekularac,511504,796,MID,2023-24,Fulham,22
Kristoffer Ajer,191866,483,DEF,2021-22,Brentford,1
Kristoffer Ajer,191866,90,DEF,2023-24,Brentford,1
Kristoffer Klaesson,223081,490,GK,2021-22,Leeds,1
Kurt Zouma,103192,79,DEF,2016-17,Chelsea,1
Kurt Zouma,103192,99,DEF,2017-18,Stoke,1
Kurt Zouma,103192,110,DEF,2020-21,Chelsea,1
Kurt Zouma,103192,128,DEF,2021-22,Chelsea,1
Kurt Zouma,103192,128,DEF,2021-22,West Ham,3
Kurt Zouma,103192,544,DEF,2023-24,West Ham,1
Kwadwo Baah,493934,405,MID,2021-22,Watford,1
Kyle Bartley,59940,485,DEF,2017-18,Swansea,1
Kyle Bartley,59940,412,DEF,2020-21,West Brom,1
Kyle Edwards,174593,421,MID,2020-21,West Brom,1
Kyle John,232829,679,DEF,2020-21,Everton,26
Kyle Walker,58621,384,DEF,2016-17,Spurs,1
Kyle Walker,58621,379,DEF,2017-18,Man City,1
Kyle Walker,58621,270,DEF,2020-21,Man City,2
Kyle Walker,58621,249,DEF,2021-22,Man City,1
Kyle Walker,58621,369,DEF,2023-24,Man City,1
Kyle Walker-Peters,158534,498,DEF,2017-18,Spurs,1
Kyle Walker-Peters,158534,375,DEF,2020-21,Southampton,1
Kyle Walker-Peters,158534,342,DEF,2021-22,Southampton,1
Kyron Gordon,478449,646,DEF,2020-21,Sheffield Utd,21
Lamare Bogarde,515597,610,DEF,2021-22,Aston Villa,6
Lander Emery,646754,866,GK,2023-24,Aston Villa,38
Lawrence Vigouroux,133085,181,GK,2023-24,Burnley,1
Leander Dendoncker,151589,464,MID,2020-21,Wolves,1
Leander Dendoncker,151589,434,MID,2021-22,Wolves,1
Leander Dendoncker,151589,40,MID,2023-24,Aston Villa,1
Leandro Trossard,116216,69,MID,2020-21,Brighton,1
Leandro Trossard,116216,64,MID,2021-22,Brighton,1
Leandro Trossard,116216,26,MID,2023-24,Arsenal,1
Lee Grant,6744,574,GK,2016-17,Stoke,4
Lee Grant,6744,329,GK,2017-18,Stoke,1
Lee Grant,6744,604,GK,2020-21,Man Utd,11
Lee Peltier,38716,600,DEF,2020-21,West Brom,8
Leif Davis,455084,214,DEF,2020-21,Leeds,1
Leigh Kavanagh,513836,753,DEF,2023-24,Brighton,14
Leighton Clarkson,233489,601,MID,2020-21,Liverpool,9
Leo Castledine,517995,758,MID,2023-24,Chelsea,15
Leo Fuhr Hjelde,477547,608,DEF,2021-22,Leeds,6
Leon Bailey,215711,492,MID,2021-22,Aston Villa,1
Leon Bailey,215711,34,MID,2023-24,Aston Villa,1
Leon Chiwome,589507,836,FWD,2023-24,Wolves,28
Leonardo Campana,474003,476,FWD,2020-21,Wolves,1
Lesley Ugochukwu,503714,613,MID,2023-24,Chelsea,1
Levi Colwill,460028,197,DEF,2023-24,Chelsea,1
Lewis Bate,450529,624,MID,2021-22,Leeds,11
Lewis Brunt,232620,646,MID,2021-22,Leicester,16
Lewis Cook,155408,47,MID,2016-17,Bournemouth,1
Lewis Cook,155408,46,MID,2017-18,Bournemouth,1
Lewis Cook,155408,66,MID,2023-24,Bournemouth,1
Lewis Dobbin,461421,607,FWD,2021-22,Everton,6
Lewis Dobbin,461421,624,MID,2023-24,Everton,1
Lewis Dunk,83299,55,DEF,2017-18,Brighton,1
Lewis Dunk,83299,62,DEF,2020-21,Brighton,1
Lewis Dunk,83299,59,DEF,2021-22,Brighton,1
Lewis Dunk,83299,129,DEF,2023-24,Brighton,1
Lewis Hall,487838,671,MID,2021-22,Chelsea,21
Lewis Hall,487838,204,DEF,2023-24,Chelsea,1
Lewis Hall,487838,204,DEF,2023-24,Newcastle,3
Lewis Koumas,514514,812,FWD,2023-24,Liverpool,24
Lewis Miley,547719,635,MID,2023-24,Newcastle,1
Lewis O'Brien,243345,458,MID,2023-24,Nott'm Forest,1
Lewis Orford,518442,773,MID,2023-24,West Ham,20
Lewis Richards,437688,615,DEF,2020-21,Wolves,16
Lewis Richardson,461096,592,FWD,2020-21,Burnley,7
Lewis Richardson,461096,533,FWD,2021-22,Burnley,1
Lewis Warrington,461453,841,MID,2023-24,Everton,30
Liam Cooper,55914,195,DEF,2020-21,Leeds,1
Liam Cooper,55914,184,DEF,2021-22,Leeds,1
Liam Delap,463034,539,FWD,2020-21,Man City,2
Liam Delap,463034,704,FWD,2021-22,Man City,24
Liam Gibbs,497605,683,MID,2021-22,Norwich,21
Liam Hughes,433019,677,GK,2020-21,Liverpool,26
Liam McCarron,464618,576,MID,2021-22,Leeds,3
Lisandro Martínez,221820,391,DEF,2023-24,Man Utd,1
Lloyd Kelly,235530,70,DEF,2023-24,Bournemouth,1
Lorenz Assignon,503724,805,DEF,2023-24,Burnley,23
Loris Karius,104542,189,GK,2016-17,Liverpool,1
Loris Karius,104542,214,GK,2017-18,Liverpool,1
Loris Karius,104542,580,GK,2023-24,Newcastle,1
Louie Marsh,532377,654,FWD,2023-24,Sheffield Utd,1
Louie Moulden,242510,611,GK,2021-22,Wolves,6
Louie Watson,223333,339,MID,2023-24,Luton,1
Louis Jackson,530117,856,DEF,2023-24,Man Utd,34
Loïc Mbe Soh,242885,454,DEF,2023-24,Nott'm Forest,1
Luc De Fougerolles,547686,625,DEF,2023-24,Fulham,1
Luca Barrington,500052,755,MID,2023-24,Brighton,15
Luca Koleosho,487702,605,MID,2023-24,Burnley,1
Lucas Bergström,482158,659,GK,2023-24,Chelsea,1
Lucas De Bolle,461508,707,MID,2021-22,Newcastle,25
Lucas Digne,101188,155,DEF,2020-21,Everton,1
Lucas Digne,101188,168,DEF,2021-22,Everton,1
Lucas Digne,101188,168,DEF,2021-22,Aston Villa,22
Lucas Digne,101188,42,DEF,2023-24,Aston Villa,1
Lucas Rodrigues Moura da Silva,95715,617,MID,2017-18,Spurs,26
Lucas Rodrigues Moura da Silva,95715,392,MID,2020-21,Spurs,1
Lucas Rodrigues Moura da Silva,95715,362,MID,2021-22,Spurs,1
Lucas Tolentino Coelho de Lima,224024,539,MID,2023-24,West Ham,1
Lucas Torreira,198849,19,MID,2020-21,Arsenal,1
Lucas Torreira,198849,18,MID,2021-22,Arsenal,1
Luis Díaz,244731,696,MID,2021-22,Liverpool,24
Luis Díaz,244731,303,MID,2023-24,Liverpool,1
Luis Sinisterra,224995,705,MID,2023-24,Bournemouth,5
Luka Milivojevic,66975,646,MID,2016-17,Crystal Palace,24
Luka Milivojevic,66975,132,MID,2017-18,Crystal Palace,1
Luka Milivojevic,66975,138,MID,2020-21,Crystal Palace,1
Luka Milivojevic,66975,152,MID,2021-22,Crystal Palace,1
Lukas Rupp,76306,317,MID,2021-22,Norwich,1
Lukasz Fabianski,37096,356,GK,2016-17,Swansea,1
Lukasz Fabianski,37096,350,GK,2017-18,Swansea,1
Lukasz Fabianski,37096,431,GK,2020-21,West Ham,1
Lukasz Fabianski,37096,408,GK,2021-22,West Ham,1
Lukasz Fabianski,37096,533,GK,2023-24,West Ham,1
Luke Ayling,66588,197,DEF,2020-21,Leeds,1
Luke Ayling,66588,185,DEF,2021-22,Leeds,1
Luke Berry,82738,317,MID,2023-24,Luton,1
Luke Chambers,462491,726,DEF,2023-24,Liverpool,8
Luke Cundle,245923,614,MID,2020-21,Wolves,15
Luke Cundle,245923,547,MID,2021-22,Wolves,1
Luke Cundle,245923,550,MID,2023-24,Wolves,1
Luke Freeman,49083,477,MID,2020-21,Sheffield Utd,1
Luke Freeman,49083,322,MID,2023-24,Luton,1
Luke Harris,515024,683,MID,2023-24,Fulham,3
Luke Mbete,439510,622,DEF,2020-21,Man City,17
Luke Mbete,439510,603,DEF,2021-22,Man City,5
Luke McNally,483391,171,DEF,2023-24,Burnley,1
Luke Plange,450541,237,FWD,2023-24,Crystal Palace,1
Luke Shaw,106760,247,DEF,2016-17,Man Utd,1
Luke Shaw,106760,265,DEF,2017-18,Man Utd,1
Luke Shaw,106760,300,DEF,2020-21,Man Utd,2
Luke Shaw,106760,275,DEF,2021-22,Man Utd,1
Luke Shaw,106760,398,DEF,2023-24,Man Utd,1
Luke Thomas,244619,240,DEF,2020-21,Leicester,1
Luke Thomas,244619,219,DEF,2021-22,Leicester,1
Luke Thomas,244619,693,DEF,2023-24,Sheffield Utd,4
Lyanco Evangelista Silveira Neves Vojnovic,212721,567,DEF,2021-22,Southampton,3
Lyle Foster,435973,168,FWD,2023-24,Burnley,1
Lys Mousset,178304,53,FWD,2016-17,Bournemouth,1
Lys Mousset,178304,50,FWD,2017-18,Bournemouth,1
Lys Mousset,178304,359,FWD,2020-21,Sheffield Utd,1
Léo Bonatini,141569,463,FWD,2020-21,Wolves,1
Mace Goodridge,195064,551,MID,2020-21,Burnley,3
Mackenzie Hunt,447261,719,MID,2023-24,Everton,6
Mads Bech Sørensen,228044,90,DEF,2021-22,Brentford,1
Mads Bech Sørensen,228044,93,DEF,2023-24,Brentford,1
Mads Bidstrup,481405,97,MID,2021-22,Brentford,1
Mads Bidstrup,481405,94,MID,2023-24,Brentford,1
Mads Juel Andersen,208904,315,DEF,2023-24,Luton,1
Mads Roerslev Rasmussen,226956,89,DEF,2021-22,Brentford,1
Mads Roerslev Rasmussen,226956,114,DEF,2023-24,Brentford,1
